idalumno|codigoCurso|serie|p1_1|p1_2|p2|p3|p4|p5|p6|p7|p8_1|p8_2|p8_3|p8_4|p8_5|p8_6|p8_7|p8_8|p8_9|p8_10|p9|p10_1|p10_2|p10_3|p11|p12|p13_1|p13_2|p13_3|p13_4|p13_5|p13_6|p13_7|p13_8|p13_9|p13_10|p14_1|p14_2|p14_3|p14_4|p14_5|p14_6|p14_7|p14_8|p15_1|p15_2|p15_3|p15_4|p15_5|p15_6|p15_7|p15_8|p16_1|p16_2|p16_3|p16_4|p16_5|p17|p18_1|p18_2|p18_3|p18_4|p18_5|p18_6|p18_7|p18_8|p18_9|p18_10|p18_11|p18_12|p18_13|p18_14|p18_15|p18_16|p18_17|p19_1|p19_2|p19_3|p19_4|p19_5|p19_6|p19_7|p20_1|p20_2|p20_3|p20_4|p20_5|p21_1|p21_2|p21_3|p21_4|p21_5|p21_6|p21_7|p21_8|p21_9|p21_10|p21_11|p21_12|p21_13|p22_1|p22_2|p22_3|p22_4|p22_5|p22_6|p23_1|p23_2|p23_3|p23_4|p23_5|p24_1|p24_2|p24_3|p24_4|p24_5|p24_6|p24_7|p25_1|p25_2|p25_3|p25_4|p25_5|p26_1|p26_2|p26_3|p26_4|p27_1|p27_2|p27_3|p27_4|p27_5|p27_6|p27_7|p27_8|p27_9|p28_1|p28_2|p28_3|p28_4
9627|7985|8259434|11|1964|2|1|3|1|1|1|0|0|1|0|2|0|0|0|0|0|2|3|2|4|3|2|2|3|1|1|1|1|1|1|1|1|2|1|1|2|1|1|1|2|1|1|1|2|2|1|1|2|4|4|2|3|4|3|3|2|3|3|3|2|3|3|3|3|3|3|3|3|3|4|3|3|2|3|2|3|2|2|2|3|3|3|2|1|2|1|1|2|1|2|2|2|2|2|2|2|3|4|3|3|3|2|3|3|3|3|3|3|3|2|2|3|2|2|2|2|2|3|3|2|2|2|3|2|2|2|1|2|2|2|2|2|2|3|3|2
9628|7985|8259435|4|1973|2|3|1|1|1|1|0|2|1|0|0|0|0|0|0|0|2|2|1|2|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|4|2|1|1|3|3|4|4|3|3|3|3|3|4|4|4|4|4|4|4|4|4|3|2|4|3|2|2|4|4|4|4|4|4|4|4|2|2|2|2|3|3|4|4|4|4|4|1|1|2|1|1|2|1|1|1|1|1|1|1|2|4|4|4|4|4|4|2|2|4|2|2|1|4|2|2|2|2|2|2|2|2|2|2|1|1|1
9629|7985|8259436|8|1984|2|1|3|1|1|1|0|0|0|0|99|0|0|0|0|0|1|3|3|4|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|3|3|3|4|1|2|2|3|2|3|2|3|3|3|3|3|3|4|3|3|3|3|3|3|3|3|0|2|3|3|3|3|3|3|1|1|1|1|1|1|1|1|1|1|1|1|1|3|3|3|3|3|3|3|3|3|3|3|3|3|2|2|3|2|2|2|2|2|2|2|2|2|1|3|2|2|2|2|2|2|2|2|2|2|2|3|2
9631|7985|8259438|999|1977|2|1|1|1|1|1|0|0|0|1|99|0|0|0|0|0|0|2|1|3|1|2|1|1|1|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|4|1|4|4|3|3|2|3|2|3|1|1|1|1|1|1|3|4|3|3|3|2|1|1|3|2|2|3|3|3|3|3|3|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|3|4|4|3|3|3|2|3|4|3|2|1|1|1|1|1|3|1|1|3|2|2|2|2|2|2|2|2|2|4|3|3|3
9632|7985|8259439|9|1970|2|1|3|1|1|1|0|0|0|0|99|0|0|0|0|0|1|2|0|0|3|2|1|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|1|1|2|2|1|1|1|2|1|1|2|2|2|1|3|3|4|4|3|3|4|3|1|1|3|1|1|1|4|1|1|3|3|3|1|2|1|1|2|1|3|3|2|1|1|1|2|3|4|3|3|3|3|4|4|4|3|3|4|4|1|4|4|1|1|1|1|1|1|1|1|1|1|4|2|2|2|1|2|2|2|2|2|3|3|1|1
9633|7985|8259440|2|1990|2|3|1|2|1|1|0|0|0|0|1|0|2|0|0|0|2|2|1|4|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1|2|1|1|1|1|1|1|1|1|1|4|3|2|1|3|1|4|2|4|3|3|1|2|3|4|4|4|4|4|4|4|4|4|4|3|4|1|4|1|2|4|4|4|4|4|2|1|2|1|1|1|4|4|2|4|4|4|2|3|4|4|1|4|3|4|4|4|4|4|4|4|1|4|4|1|4|2|3|3|3|4|2|1|1|1|2|2|2|2|2|2|2|2|2|4|1|1|1
9634|7985|8259441|1|1981|2|6|1|1|1|1|0|0|0|0|1|0|0|0|0|0|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|1|1|1|3|3|4|2|3|3|3|2|1|3|3|2|3|3|4|4|4|4|3|3|2|3|2|2|2|2|3|3|3|2|3|2|3|2|1|2|2|2|2|2|2|3|2|2|3|3|2|2|3|2|3|3|3|3|2|3|3|1|3|3|2|2|2|2|2|2|2|0|2|2|4|2|2|2|1|2|2|1|2|2|3|2|2|2
9635|7985|8259442|11|1962|2|1|1|1|1|1|0|99|0|0|0|0|0|0|0|0|2|2|2|4|1|2|2|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1|2|1|1|1|1|1|1|1|2|1|4|2|1|1|1|1|3|2|3|3|2|2|2|4|3|3|4|4|4|4|3|3|2|4|3|4|1|4|1|3|4|3|3|3|2|1|1|1|1|1|1|1|1|1|2|2|2|2|2|4|2|4|4|4|4|4|4|4|4|4|4|1|4|4|2|1|3|3|3|3|3|4|2|1|4|2|2|2|2|2|2|2|2|2|3|3|4|1
9636|7985|8259443|11|1977|2|3|1|1|0|0|0|0|1|0|0|0|0|0|0|0|2|3|2|3|2|2|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|2|0|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0
9637|7985|8259444|1|1981|2|3|1|1|1|0|0|0|0|0|0|0|0|0|0|0|1|4|1|4|3|2|2|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|2|2|4|4|3|3|2|4|4|3|2|3|3|3|3|4|4|4|4|4|4|3|4|2|4|1|4|1|1|4|3|4|4|4|2|2|1|1|3|3|3|3|2|3|3|3|3|3|4|4|3|4|3|4|4|4|4|4|4|4|1|1|4|1|1|2|2|3|2|4|1|1|1|4|2|2|2|2|2|2|2|2|2|4|1|1|1
9638|7985|8259445|9|1980|2|1|3|1|1|1|0|0|0|0|2|0|1|0|0|0|2|1|1|2|3|2|1|1|1|1|1|1|1|1|1|1|2|3|1|2|1|1|1|2|1|1|1|0|1|2|1|2|4|4|1|0|3|3|3|1|4|2|3|1|2|4|3|3|4|4|4|4|4|4|3|4|1|4|1|3|1|1|3|4|4|4|3|1|2|2|1|2|2|3|3|1|4|4|3|2|3|4|4|0|4|3|4|4|4|4|3|4|4|1|1|4|1|1|2|2|2|3|4|1|1|1|4|2|2|2|2|2|2|2|2|2|3|2|2|2
9640|7985|8259447|2|1078|2|1|3|1|0|0|0|0|0|0|99|0|0|0|0|0|1|2|2|4|2|2|1|1|3|3|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|1|3|2|4|2|2|2|4|1|2|2|3|2|2|1|1|2|2|2|3|3|3|3|3|3|3|3|2|3|3|2|2|2|3|3|3|3|2|1|1|1|1|1|1|1|1|3|2|2|2|2|3|3|3|3|3|3|3|3|3|2|3|3|3|2|2|3|2|3|3|3|3|3|2|0|0|0|0|2|2|2|2|2|2|2|2|2|2|2|2|2
9641|7985|8259448|999|1974|2|6|1|1|1|0|0|0|0|1|0|0|0|0|0|0|1|2|0|3|1|1|1|1|1|1|1|1|1|1|1|1|3|0|0|0|0|0|0|0|1|1|1|1|1|1|1|1|4|3|2|4|4|1|2|2|3|0|0|0|0|0|0|0|0|3|4|0|0|4|0|0|0|0|0|0|0|0|4|4|4|0|0|2|2|2|1|3|3|2|1|2|3|3|3|3|0|4|3|2|2|3|0|0|0|0|0|4|4|2|2|4|2|3|2|2|2|2|4|0|0|0|0|2|2|2|1|2|2|1|2|2|3|4|3|1
9642|7985|8259449|3|1975|1|1|1|1|1|1|0|0|0|1|0|0|0|0|0|0|1|2|0|3|2|2|1|1|1|1|1|3|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1|1|4|3|3|4|4|2|3|1|4|3|3|1|4|2|2|1|4|4|4|3|4|2|1|4|1|4|2|4|1|1|4|3|4|3|4|1|2|2|1|2|2|3|1|3|4|4|4|4|2|2|4|3|1|1|4|4|4|4|4|4|4|1|1|4|1|1|1|1|1|1|4|1|1|1|4|2|2|2|2|2|2|2|2|2|4|1|4|2
9643|7985|8259450|7|1986|2|1|1|1|1|1|0|0|0|1|2|0|0|0|0|0|1|3|2|4|2|2|1|1|1|1|1|1|1|1|1|1|3|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|2|1|1|4|3|2|2|3|3|3|1|1|3|3|3|3|3|3|3|3|4|3|1|2|2|2|2|2|2|3|3|4|4|3|2|2|2|2|2|2|2|2|2|2|2|2|2|1|1|1|1|1|1|1|1|1|1|1|4|4|2|2|4|2|2|2|2|2|2|2|1|1|1|1|2|2|2|2|2|2|2|2|2|2|3|3|2
9644|7985|8259451|999|1967|2|1|3|1|1|1|0|99|0|0|0|0|0|0|0|0|1|3|1|4|1|2|1|1|1|1|1|1|1|1|1|1|0|1|3|1|1|1|1|1|1|1|1|2|1|1|2|1|3|3|2|2|3|3|3|4|3|3|3|2|3|4|4|4|4|3|4|4|4|4|3|3|2|4|2|2|2|3|4|4|4|3|3|2|2|2|1|1|1|4|4|3|4|4|3|4|3|4|3|3|4|3|4|4|3|3|3|4|4|0|3|4|2|0|3|3|3|3|2|2|2|1|4|2|2|2|2|2|2|2|2|2|3|2|3|2
9645|7985|8259452|4|1976|2|1|1|1|1|1|0|0|0|0|0|2|1|0|0|0|1|2|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|2|2|2|1|3|3|1|3|3|3|2|3|3|3|4|4|4|4|4|4|4|3|4|1|4|1|4|1|1|4|0|2|3|3|1|1|1|1|1|2|2|2|1|2|1|2|2|3|3|3|2|3|4|3|3|4|1|3|4|4|1|1|4|1|1|2|3|1|3|4|1|1|1|4|2|2|2|2|2|2|2|2|2|4|2|4|2
9646|7985|8259453|5|1972|2|1|1|1|1|1|0|0|0|0|0|0|99|0|0|0|1|3|3|3|3|1|1|1|1|1|1|1|1|1|1|1|2|2|1|1|2|1|1|1|1|1|1|2|2|1|2|2|3|4|2|3|3|2|4|1|4|4|4|2|1|3|3|3|3|2|4|4|4|4|4|4|3|4|3|3|1|1|3|3|4|4|4|1|2|2|1|2|3|4|4|1|3|3|3|1|4|4|3|4|4|1|4|4|4|4|4|4|4|1|1|4|1|3|1|1|1|1|4|1|1|1|4|2|2|2|2|2|2|2|2|2|4|2|3|1
9647|7985|8259454|12|1977|1|1|1|1|1|1|0|0|0|0|0|99|0|0|0|0|1|2|1|4|2|1|2|1|1|1|2|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|4|4|4|2|4|3|1|4|4|4|3|3|3|3|3|3|3|4|4|4|4|4|4|2|4|2|3|1|1|3|3|4|4|4|3|2|3|1|2|1|4|4|3|4|2|2|1|4|4|4|4|4|3|4|4|4|4|4|4|4|1|1|4|1|1|2|2|1|2|4|2|2|1|4|2|2|2|2|2|2|2|2|2|4|1|2|1
9650|7985|8259457|12|1986|2|1|1|1|1|1|0|0|0|0|99|0|0|0|0|0|1|0|1|3|2|2|1|1|1|1|2|1|1|1|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|4|1|2|4|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|2|2|2|2|2|1|3|3|3|3|3|3|1|1|1|1|2|0|3|0|3|2|2|2|2|3|4|3|3|4|3|4|4|3|3|3|4|4|1|2|4|2|3|2|2|2|2|3|1|1|1|3|2|1|2|2|0|2|2|2|2|3|2|3|2
9651|7985|8259458|2|1978|2|1|1|1|1|1|0|0|0|0|1|2|0|0|0|0|1|3|1|4|3|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|3|2|3|2|2|3|1|4|3|3|1|1|4|3|4|4|4|4|4|4|4|4|4|2|4|3|3|1|1|3|3|3|4|4|2|1|2|1|2|2|3|3|3|4|3|3|2|4|4|4|4|4|2|4|4|4|4|4|4|4|1|1|4|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
9652|8002|8260075|8|1984|2|2|3|1|1|1|0|0|0|0|0|0|1|2|0|0|1|3|1|3|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|2|3|4|3|3|2|1|3|3|3|1|1|3|2|3|3|3|3|3|3|3|2|3|2|4|2|3|2|2|3|3|3|3|3|1|2|2|1|2|2|1|2|2|3|2|3|1|2|3|2|2|2|3|4|4|4|3|3|4|4|2|1|4|2|2|1|1|1|1|4|3|1|1|4|2|2|2|1|2|2|2|2|2|3|2|2|2
9653|8002|8260076|6|1981|2|5|1|1|1|0|0|0|0|0|1|0|0|0|0|0|1|0|0|3|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|4|3|4|4|3|4|2|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|1|3|0|3|1|2|3|3|3|0|3|2|2|2|1|2|0|2|3|2|3|3|3|2|3|4|3|3|3|3|3|3|3|3|3|4|4|1|2|4|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
9654|8002|8260077|2|1966|2|1|1|1|1|1|0|0|2|1|0|0|0|0|0|0|1|3|2|4|3|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|3|2|2|4|1|2|2|3|2|2|2|4|3|3|4|3|4|4|3|3|4|3|3|2|4|2|2|2|4|3|2|4|3|3|1|1|2|1|1|1|4|4|2|4|2|2|2|3|4|3|3|4|4|4|4|4|4|4|4|4|2|2|4|2|3|1|2|2|1|4|1|1|1|4|2|2|2|2|2|2|2|2|2|3|3|3|2
9655|8002|8260078|1|1967|1|6|3|1|1|0|0|0|0|1|0|0|0|0|0|0|1|2|1|3|1|1|1|1|1|1|1|1|1|1|1|1|2|2|1|1|1|1|1|1|1|1|1|1|2|1|1|2|4|2|1|1|3|1|3|2|3|3|3|2|2|3|3|3|4|4|4|4|4|4|4|1|2|1|2|3|1|1|3|3|3|3|3|2|2|2|2|2|2|3|3|2|3|3|3|3|3|4|3|3|3|3|3|3|3|3|3|3|3|1|3|3|3|2|2|2|2|2|4|3|3|2|4|2|2|2|2|2|2|2|2|2|3|3|2|2
9656|8002|8260079|11|1965|2|1|1|1|0|0|0|99|0|0|0|0|0|0|0|0|2|2|0|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|1|3|2|99|1|1|1|1|1|99|3|3|3|3|3|3|2|1|3|3|2|2|2|3|3|3|3|3|1|1|1|1|1|1|2|1|1|2|0|1|1|2|2|2|2|2|2|4|4|4|4|4|4|4|1|4|4|1|4|4|4|4|4|4|1|4|1|1|2|2|2|2|2|2|2|2|2|4|4|4|1
9657|8002|8260080|12|1982|2|1|1|1|1|1|0|0|0|0|2|0|1|0|0|0|1|3|2|4|1|2|1|1|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|4|1|3|3|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|2|3|3|3|3|3|3|2|3|3|3|1|1|1|1|1|1|2|2|1|1|1|1|1|3|3|3|3|3|2|3|3|3|2|3|3|3|2|2|3|2|2|2|2|2|2|4|2|0|2|3|2|2|2|2|2|2|2|2|2|3|2|3|2
9658|8002|8260081|9|1980|1|3|4|1|1|1|0|0|0|0|99|0|0|0|0|0|1|2|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1|1|3|1|1|1|1|1|1|1|3|1|1|2|4|1|2|1|3|3|2|2|3|3|3|3|4|3|3|3|3|3|2|1|1|3|2|2|3|4|2|2|3|2|2|1|2|1|1|2|1|2|2|2|2|2|2|2|2|3|2|3|3|3|3|3|3|3|3|3|4|1|1|4|1|1|1|1|2|2|1|1|1|1|4|2|2|2|2|2|2|2|2|2|2|3|2|1
9660|8002|8260083|10|1082|2|3|1|1|1|1|0|0|99|0|99|1|0|0|0|0|1|2|1|4|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|1|1|3|4|1|1|1|3|2|3|1|1|2|1|1|3|4|4|4|4|3|3|0|0|0|0|0|0|0|3|3|3|2|3|1|1|1|1|2|2|2|2|1|4|3|3|2|3|1|3|4|0|3|4|4|4|3|3|3|4|2|1|4|2|2|1|1|1|1|1|1|1|1|0|2|2|2|2|2|2|2|2|2|3|1|3|2
9661|8002|8260084|9|1971|2|1|1|1|0|0|0|2|1|0|0|0|0|0|0|0|1|2|1|4|99|1|1|1|1|1|1|1|2|1|1|1|2|1|1|2|1|1|1|3|1|2|3|1|1|1|3|2|4|4|4|4|4|3|1|1|3|3|3|2|4|4|3|4|1|4|4|0|4|3|2|2|3|3|3|3|4|3|4|3|4|4|3|3|3|3|2|2|1|2|3|2|4|4|3|4|3|3|2|3|3|2|4|4|4|2|4|4|4|3|4|4|3|3|4|3|3|3|3|2|3|2|0|2|2|2|2|2|2|2|2|2|3|3|4|4
9662|8002|8260085|6|1966|2|1|1|1|1|1|0|1|2|0|2|0|0|0|0|0|1|3|1|3|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|1|1|1|1|1|1|1|4|1|3|1|1|1|1|1|4|3|4|3|3|3|1|2|1|3|1|1|1|4|2|3|1|2|3|1|1|1|1|2|1|2|1|1|3|2|3|4|2|2|2|2|1|4|3|3|3|3|3|3|3|2|3|3|2|4|1|1|2|2|4|2|2|1|4|2|2|2|2|2|2|2|2|2|3|2|2|2
9663|8002|8260086|12|1972|2|3|4|1|0|0|0|0|0|0|0|0|0|0|0|0|1|3|1|4|3|1|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|3|4|2|3|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|99|4|3|3|3|2|1|2|2|2|1|2|1|3|3|3|3|3|2|3|3|3|2|2|4|4|4|0|4|4|4|1|4|4|1|3|1|1|1|1|3|1|1|1|1|2|2|2|2|2|2|1|2|2|4|4|4|1
9664|8002|8260087|12|1974|2|1|4|1|1|1|0|1|0|2|0|0|0|0|0|0|2|2|1|1|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|3|1|1|2|3|2|1|3|3|3|1|2|2|2|3|2|4|4|4|4|3|2|3|1|4|1|3|1|2|3|1|2|2|2|1|1|1|1|1|1|2|2|1|2|2|2|2|2|3|3|3|1|4|4|4|4|4|4|4|4|1|1|4|1|1|1|1|1|2|4|1|1|1|4|2|2|2|2|2|2|2|2|2|3|3|3|2
9665|8002|8260088|999|1973|2|6|3|1|0|0|0|0|0|0|0|0|0|0|0|0|2|2|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|3|3|0|0|0|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|4|4|0|1|1|3|3|1|1|1|1|4|2|1|1|1|0|1|1|1|4|2|2|2|2|2|2|2|2|2|1|1|4|4
9666|8002|8260089|4|1976|2|1|1|1|1|1|0|0|0|1|0|0|2|0|0|0|1|2|0|0|3|2|1|1|1|1|1|1|1|1|1|1|1|3|1|3|1|1|1|3|1|1|1|1|1|1|1|1|4|4|0|4|4|1|3|1|4|4|4|1|1|1|1|3|0|4|4|4|3|3|3|2|2|0|2|0|0|0|0|1|4|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|3|4|3|3|3|3|4|4|4|3|3|4|4|1|1|4|1|4|1|1|3|2|4|99|1|1|3|2|2|2|2|2|2|2|2|2|3|3|3|1
9667|8002|8260090|2|1980|2|3|3|1|1|1|0|0|0|0|99|0|0|0|0|0|1|2|1|4|1|2|1|1|1|1|1|1|1|1|1|1|3|3|1|1|2|1|1|1|1|1|1|1|1|1|1|3|4|4|2|3|4|3|2|2|4|2|4|2|1|2|2|3|2|3|3|3|3|4|3|3|2|3|2|3|1|1|3|3|3|3|3|2|2|2|1|2|2|3|3|2|3|2|2|2|3|4|3|3|4|2|3|3|4|3|3|3|4|2|2|3|2|3|2|2|2|2|2|2|2|2|3|2|2|2|1|2|2|2|2|2|3|2|2|1
9668|8002|8260091|6|1984|2|3|4|1|1|1|0|0|0|0|99|0|0|0|0|0|1|3|1|3|3|2|1|1|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|1|1|4|3|4|1|1|4|1|1|2|4|4|4|4|3|1|1|2|4|1|1|1|1|2|2|3|3|3|2|1|1|1|3|1|4|4|1|2|1|2|2|1|1|1|1|1|4|4|4|4|1|4|1|2|2|1|4|2|2|3|3|3|3|3|1|1|1|2|2|2|2|2|2|2|2|1|2|4|1|3|1
9669|8002|8260092|9|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|3|0|0|3|2|0|0|0|0|0|0|0|0|0|3|0|0|0|0|2|0|0|0|0|0|2|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|2|2|2|4|2|2|2|2|2|2|2|2|2|2|2|2|2
9670|8002|8260093|0|1982|2|3|1|1|1|0|0|0|0|0|1|0|0|0|0|0|1|2|1|3|1|2|1|1|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1|1|2|1|1|1|1|1|1|1|4|4|2|4|4|3|3|1|4|2|2|1|1|3|2|2|4|4|4|4|3|4|2|3|1|4|3|3|1|1|3|3|3|3|3|1|2|1|1|1|2|3|3|2|2|2|2|2|3|4|4|3|2|4|4|3|4|4|3|4|4|1|1|4|1|1|2|1|1|1|4|1|1|1|4|2|2|2|2|2|2|2|2|2|3|2|3|2
9671|8002|8260094|7|1985|2|2|1|1|1|1|0|0|2|0|1|0|0|0|0|0|1|2|1|3|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|3|4|4|3|3|3|3|3|2|4|3|3|1|2|3|3|3|4|4|4|4|4|4|4|3|2|4|4|3|2|3|4|4|4|4|4|2|3|2|2|3|2|3|3|2|3|4|4|3|3|4|3|3|3|3|3|3|3|3|3|4|4|2|2|4|2|1|1|2|2|2|4|1|1|1|4|2|2|2|2|2|2|2|2|2|3|2|3|2
9672|8002|8260095|3|1984|2|3|1|1|1|1|0|0|0|0|99|0|0|0|0|0|1|2|1|4|3|2|2|1|1|1|1|1|2|1|1|1|2|3|1|1|3|1|1|1|1|1|1|1|2|2|1|1|4|4|1|4|4|3|1|1|3|1|2|1|1|3|2|3|4|4|4|4|4|2|2|3|1|3|2|2|2|3|3|4|1|3|4|1|1|1|1|1|1|3|2|1|3|1|2|2|3|4|4|3|3|4|4|4|4|4|4|4|4|1|1|4|1|1|1|1|1|1|4|1|1|1|4|2|2|2|2|2|2|2|2|2|3|1|4|2
9673|8002|8260096|2|1978|2|1|4|1|1|1|0|0|0|0|99|0|0|0|0|0|1|2|1|4|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|2|1|2|3|1|3|2|4|3|3|2|2|3|3|3|3|3|3|3|3|3|2|3|2|3|3|3|2|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|2|2|3|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
9674|8002|8260097|10|1970|1|3|1|1|1|1|0|99|0|0|0|0|0|0|0|0|2|3|4|2|1|1|2|1|1|1|1|1|1|1|1|1|2|1|2|2|2|2|2|2|2|2|2|1|1|2|1|1|3|3|2|3|2|1|2|1|2|3|2|1|3|2|2|3|2|1|4|2|3|1|2|2|2|1|2|2|2|2|4|2|2|3|1|2|1|2|3|2|4|3|3|2|2|3|2|1|2|2|2|1|3|2|2|2|2|2|2|2|2|3|3|3|2|3|2|1|2|3|2|0|3|2|2|1|2|1|1|1|1|1|1|1|3|2|3|2
9675|8002|8260098|5|1974|2|1|1|1|1|1|0|0|99|0|0|0|0|0|0|0|1|2|1|4|1|2|1|1|1|1|1|1|1|1|1|1|3|3|1|1|1|1|1|1|1|1|1|1|1|1|1|2|4|4|2|1|3|1|3|1|4|2|4|1|2|4|4|4|4|4|4|4|4|4|4|3|1|4|2|3|1|4|4|4|4|4|4|2|1|2|1|4|2|4|4|3|4|3|4|4|4|4|4|4|3|1|4|4|4|4|4|4|4|1|1|4|1|1|2|1|1|1|1|1|1|1|4|2|2|2|2|2|2|2|2|2|4|4|1|1
9676|8002|8260099|8|1978|2|2|3|1|1|1|0|0|0|99|0|0|0|0|0|0|2|0|0|3|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|4|4|4|0|1|1|1|4|1|1|1|99|3|1|4|4|2|4|4|4|4|2|1|1|4|0|1|1|1|0|3|0|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|2|0|3|0|0|3|3|3|3|3|3|4|4|4|4|4|0|1|1|1|1|1|1|0|1|1|0|2|2|2|2|2|2|1|2|2|4|4|4|1
9677|8003|8260105|12|1900|2|2|1|1|0|1|0|0|0|0|0|0|0|99|0|99|1|3|3|4|1|1|3|1|1|1|1|1|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1|1|2|4|2|4|3|4|4|3|3|3|2|3|3|4|4|4|4|4|4|2|4|1|4|3|4|4|1|3|3|3|2|2|4|4|4|2|3|1|3|3|3|4|3|3|2|3|0|0|0|0|3|4|4|0|4|4|3|3|4|3|3|2|2|3|2|2|2|4|1|1|0|0|2|2|2|2|2|2|2|2|2|4|4|3|2
