idalumno|codigoCurso|serie|p1_1|p1_2|p2|p3|p4|p5|p6|p7|p8_1|p8_2|p8_3|p8_4|p8_5|p8_6|p8_7|p8_8|p8_9|p8_10|p9|p10_1|p10_2|p10_3|p11|p12|p13_1|p13_2|p13_3|p13_4|p13_5|p13_6|p13_7|p13_8|p13_9|p13_10|p14_1|p14_2|p14_3|p14_4|p14_5|p14_6|p14_7|p14_8|p15_1|p15_2|p15_3|p15_4|p15_5|p15_6|p15_7|p15_8|p16_1|p16_2|p16_3|p16_4|p16_5|p17|p18_1|p18_2|p18_3|p18_4|p18_5|p18_6|p18_7|p18_8|p18_9|p18_10|p18_11|p18_12|p18_13|p18_14|p18_15|p18_16|p18_17|p19_1|p19_2|p19_3|p19_4|p19_5|p19_6|p19_7|p20_1|p20_2|p20_3|p20_4|p20_5|p21_1|p21_2|p21_3|p21_4|p21_5|p21_6|p21_7|p21_8|p21_9|p21_10|p21_11|p21_12|p21_13|p22_1|p22_2|p22_3|p22_4|p22_5|p22_6|p23_1|p23_2|p23_3|p23_4|p23_5|p24_1|p24_2|p24_3|p24_4|p24_5|p24_6|p24_7|p25_1|p25_2|p25_3|p25_4|p25_5|p26_1|p26_2|p26_3|p26_4|p27_1|p27_2|p27_3|p27_4|p27_5|p27_6|p27_7|p27_8|p27_9|p28_1|p28_2|p28_3|p28_4
3804|2092|8071078|6|1972|2|2|3|1|1|1|0|0|0|99|0|0|0|0|0|0|2|1|1|1|3|2|3|1|1|1|1|1|1|1|1|1|2|1|1|2|1|1|1|1|1|1|1|2|1|1|1|3|4|4|3|4|2|2|4|2|4|3|4|1|2|3|3|3|4|4|4|4|4|4|4|4|1|4|1|4|1|1|4|4|4|4|4|2|1|3|2|2|2|2|2|2|3|3|2|2|4|4|4|3|3|2|4|4|4|4|4|4|4|1|1|4|1|4|2|3|1|1|4|1|1|1|4|2|2|2|2|2|2|2|2|2|4|1|1|1
3805|2092|8071079|10|1971|1|1|1|1|1|1|0|0|0|1|0|0|2|0|0|0|1|2|2|3|2|1|1|1|1|1|1|1|1|1|1|1|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|2|2|3|1|2|3|1|4|3|4|2|1|1|1|2|4|4|4|3|3|3|2|2|3|3|3|2|2|2|3|3|4|4|3|2|2|3|1|3|3|3|4|2|3|3|3|3|2|2|1|2|3|4|3|3|3|2|3|3|3|2|2|3|2|2|2|2|3|3|3|2|2|2|3|2|2|2|2|2|2|2|2|2|3|2|3|2
3806|2092|8071080|11|1959|2|3|4|1|1|0|0|0|0|0|0|0|0|0|1|0|1|3|0|4|2|1|1|1|1|1|2|1|1|1|1|1|1|1|1|1|2|1|1|1|1|2|1|1|1|1|1|1|4|3|3|3|4|2|4|2|3|3|3|1|3|4|4|4|3|3|3|4|4|4|3|4|1|4|1|3|1|1|1|1|3|3|3|2|2|2|1|1|1|3|1|3|2|2|2|2|2|4|3|3|4|3|4|4|4|4|4|4|4|1|1|4|1|1|1|1|2|1|1|1|1|1|1|2|2|2|2|2|2|2|2|2|4|1|1|1
3807|2092|8071081|1|1971|2|1|1|1|0|0|0|0|0|0|1|0|0|0|2|0|2|2|0|0|2|2|1|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1|1|1|1|1|1|2|2|1|2|2|3|2|2|1|1|1|3|2|3|3|3|2|2|3|1|3|3|3|3|3|4|4|3|2|1|3|4|2|3|1|3|3|3|3|3|1|1|2|1|2|1|2|2|3|2|3|3|2|3|3|3|2|3|1|4|4|3|3|3|4|4|2|3|4|2|2|3|3|2|3|2|1|3|3|3|2|2|2|2|2|2|2|2|2|3|3|4|4
3808|2092|8071082|6|1974|2|4|1|1|1|0|0|0|0|0|0|1|0|0|0|0|2|0|0|2|2|1|2|1|1|1|1|1|1|1|1|1|3|3|1|1|1|1|1|1|1|1|1|3|3|1|1|3|3|2|4|1|1|2|4|2|4|3|3|3|3|4|3|4|3|3|4|4|4|4|3|2|2|3|2|3|2|2|3|3|4|4|4|2|2|3|2|2|2|3|3|2|3|2|3|1|3|3|3|3|3|3|4|4|3|3|3|4|4|2|3|4|2|2|2|2|2|2|4|4|3|2|4|2|2|2|2|2|2|2|2|2|3|2|1|1
3810|2092|8071084|7|1982|2|3|1|1|1|1|0|0|2|0|1|0|0|0|0|0|2|2|3|4|1|2|2|1|1|1|1|1|1|1|1|1|1|2|1|1|2|2|1|1|1|1|1|1|1|1|1|1|4|2|2|2|2|3|3|2|3|3|3|2|3|3|3|3|3|3|4|4|3|4|3|3|3|3|3|3|3|3|3|3|4|3|3|2|2|2|2|2|2|2|2|2|2|2|2|2|3|3|3|0|3|3|3|3|3|3|3|3|3|2|3|3|3|3|3|4|3|4|2|2|2|2|3|2|2|2|2|2|2|2|2|2|3|3|3|3
3811|2092|8071085|4|1970|2|1|4|1|1|1|0|0|0|1|2|0|0|0|0|0|1|2|1|4|1|2|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|4|4|4|4|4|3|3|1|3|3|3|1|1|3|4|4|3|4|4|3|4|3|3|3|2|3|2|3|1|2|3|3|3|3|3|1|1|1|1|1|2|2|2|2|2|2|2|2|3|3|3|3|2|4|3|3|3|3|3|3|3|2|2|4|1|2|2|2|2|2|99|0|2|0|3|2|2|2|2|2|2|2|2|2|3|2|3|2
3812|2092|8071086|10|1974|2|1|3|1|1|1|0|0|0|0|99|0|0|0|0|0|0|3|0|3|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|4|3|4|1|3|4|1|4|3|4|2|2|4|2|3|3|4|3|3|3|2|2|2|2|2|3|2|2|2|4|3|4|3|2|2|2|2|1|2|2|3|3|2|4|3|3|2|2|3|3|3|3|2|0|0|0|0|0|3|3|2|2|3|1|2|2|2|1|2|3|3|2|2|1|2|2|2|2|2|2|2|2|2|2|1|1|1
3814|2092|8071088|8|1945|2|3|9|1|1|0|0|0|0|0|0|0|1|0|0|0|1|2|0|4|3|2|1|1|1|1|1|1|1|1|1|1|2|2|1|1|1|1|1|1|1|1|1|1|2|1|1|2|4|1|4|4|4|1|3|4|4|2|4|1|2|3|3|3|3|4|3|4|3|3|3|4|1|3|2|3|2|1|4|3|4|3|3|3|3|3|1|1|1|3|3|3|3|3|3|3|3|3|3|3|3|4|3|3|3|3|3|4|4|2|2|4|2|2|2|2|2|2|99|2|2|2|4|2|2|2|1|2|2|2|2|2|4|1|2|1
3816|2092|8071090|1|1|2|1|1|1|0|1|0|0|0|2|1|0|0|0|0|0|2|2|1|1|2|1|3|3|1|1|2|1|3|1|1|1|3|2|1|1|1|1|1|1|2|2|1|2|2|1|1|3|4|1|3|3|3|3|4|2|4|3|3|2|3|4|2|3|4|4|4|4|4|4|4|3|1|4|2|3|1|1|4|3|4|4|4|1|1|1|1|1|1|3|2|2|3|1|3|1|1|1|2|1|1|4|4|4|4|4|4|4|4|1|2|4|1|3|1|1|1|1|3|4|3|3|2|2|2|2|2|2|2|2|2|2|3|1|4|2
3817|2099|8071360|12|1978|2|2|1|1|1|1|0|0|0|0|99|0|0|0|0|0|1|1|2|3|2|2|2|1|1|1|1|1|1|1|1|1|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|3|2|2|4|3|3|1|4|3|1|1|4|4|4|4|4|4|4|3|4|4|4|3|3|3|3|2|1|3|3|3|4|4|3|1|1|2|1|3|1|2|2|1|2|2|2|2|2|2|3|2|2|4|3|3|4|2|3|4|4|2|2|4|2|3|2|2|2|2|2|1|4|1|4|2|2|2|2|2|2|2|2|2|2|1|4|1
3818|2099|8071361|12|1983|2|5|1|1|1|1|0|0|0|0|0|0|0|1|0|0|1|2|1|3|3|1|1|2|1|1|1|1|1|2|1|1|2|2|1|1|1|1|1|1|1|1|1|1|1|1|3|3|3|2|3|3|4|3|4|2|3|3|4|2|3|4|4|4|4|4|4|3|4|3|3|4|1|4|1|4|1|1|4|4|4|4|4|2|1|2|2|2|2|2|2|3|3|2|2|1|3|4|4|3|3|4|4|4|4|4|4|4|4|1|1|4|1|1|2|2|1|2|4|2|1|2|4|2|2|2|2|2|2|2|2|2|4|1|1|1
3821|2099|8071364|3|1964|2|6|4|1|1|1|0|0|0|1|0|0|0|0|0|0|2|1|1|3|1|2|1|1|1|1|1|1|1|2|1|3|0|99|2|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1|1|1|2|3|4|2|3|3|3|2|2|2|2|3|4|3|3|4|4|3|2|4|1|3|2|2|2|2|3|2|4|3|3|1|2|3|1|2|2|3|3|3|4|3|2|2|2|3|3|2|2|4|3|3|3|3|3|3|3|2|2|3|2|2|2|2|2|2|4|2|2|2|4|2|2|2|2|2|2|2|2|2|3|3|3|2
3822|2099|8071365|4|1968|1|3|3|1|1|1|0|0|0|0|99|0|0|0|0|0|1|2|0|3|1|2|1|1|1|1|1|1|1|1|1|1|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|2|2|2|3|3|3|2|3|2|2|2|3|3|3|3|3|3|3|3|3|3|3|3|2|3|3|2|1|2|3|3|3|3|3|1|1|1|1|1|1|2|2|2|2|2|2|2|3|3|3|3|3|3|3|3|3|3|3|3|3|2|2|3|2|2|3|2|2|3|3|2|2|2|2|2|2|2|2|2|2|2|2|2|3|3|3|3
3824|2099|8071367|7|1981|2|1|1|1|1|1|0|0|0|0|0|99|0|0|0|0|1|2|1|4|2|2|1|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1|2|1|1|1|1|2|1|1|1|3|4|2|2|4|4|3|3|2|4|3|3|2|2|3|3|3|3|3|4|3|3|4|3|3|2|3|2|3|2|3|3|3|3|3|2|2|1|1|1|1|1|2|2|2|3|2|3|3|3|3|2|3|2|3|3|3|3|3|3|3|3|2|2|4|2|1|2|2|2|2|1|1|1|1|4|2|2|2|2|2|2|2|2|2|3|2|4|1
3825|2099|8071368|999|1977|2|3|1|1|1|0|0|0|0|0|1|0|0|0|0|0|1|3|2|2|2|2|1|2|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|2|1|1|1|1|2|1|1|1|3|2|2|2|2|3|4|3|4|4|4|2|3|3|0|0|3|3|3|3|3|3|3|2|2|3|2|3|2|2|3|3|2|3|3|2|2|1|99|2|2|2|3|99|3|3|2|2|3|3|3|3|3|4|3|3|3|3|4|3|3|2|2|3|2|2|2|2|2|3|3|2|2|2|1|2|2|2|2|2|2|2|2|2|4|0|3|1
3827|2099|8071370|6|1973|1|1|1|1|1|1|0|0|0|0|0|99|0|0|0|0|1|3|1|4|1|1|1|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|2|1|3|4|3|4|1|3|3|3|2|1|1|1|1|4|4|4|4|4|4|4|4|1|4|1|4|1|1|4|2|0|3|3|1|2|2|1|2|3|3|3|3|3|3|3|2|2|2|3|2|2|3|4|4|4|3|3|4|4|1|1|4|1|1|2|2|2|2|4|1|1|1|4|2|2|2|2|2|2|2|2|2|4|1|1|1
3829|2099|8071372|8|1974|2|3|1|1|1|1|0|0|0|0|0|0|0|0|0|0|1|1|1|2|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|1|1|2|1|1|2|2|3|3|3|2|2|3|3|3|3|3|3|3|3|3|3|2|2|3|3|2|0|3|3|3|3|3|3|1|1|1|1|2|1|1|2|2|1|2|2|2|2|2|1|1|1|1|3|3|3|3|3|3|3|2|2|3|2|1|3|3|2|3|2|2|2|2|2|2|2|2|2|2|2|2|1|2|3|3|3|3
3830|2099|8071373|8|1974|2|3|1|1|1|1|0|0|0|0|0|0|0|0|0|0|1|1|1|2|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|1|1|2|1|1|2|2|3|3|3|2|2|3|3|3|3|3|3|3|3|3|3|2|2|3|3|2|3|3|3|3|3|3|3|1|1|1|1|2|1|1|2|2|1|2|2|2|2|2|1|1|1|1|3|3|3|3|3|3|3|2|2|3|2|1|3|3|2|3|2|2|2|2|2|2|2|2|2|2|2|2|1|2|3|3|3|3
3831|2099|8071374|6|1469|2|2|1|1|1|1|0|0|0|0|1|2|0|0|0|0|1|2|0|2|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|3|3|3|3|4|3|4|3|4|2|1|1|1|4|0|4|4|4|4|4|3|4|3|3|3|0|0|0|3|3|3|3|3|2|2|2|2|2|2|2|2|2|3|3|3|3|4|4|4|4|4|3|4|4|4|4|4|4|4|2|4|4|3|2|3|3|3|0|3|4|4|4|4|99|2|2|2|2|2|2|2|2|4|4|4|4
3832|2099|8071375|7|1972|2|1|1|1|1|1|0|0|0|0|2|0|0|1|0|0|1|2|1|4|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1|1|1|4|3|4|4|4|2|3|2|4|3|3|2|4|3|3|4|4|4|3|4|4|4|3|3|1|4|2|3|1|1|3|2|3|2|3|1|2|2|1|2|3|3|2|2|3|3|4|4|3|4|3|4|3|4|4|4|4|3|3|4|4|1|1|99|2|3|2|2|3|3|4|1|1|1|4|2|2|2|2|2|2|2|2|2|4|2|4|2
3833|2099|8071376|12|1981|2|3|1|1|1|0|0|0|0|1|0|0|0|0|0|0|1|0|0|4|1|1|1|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|4|4|4|4|4|1|3|1|4|1|2|1|1|1|1|4|4|1|4|2|3|3|2|2|2|4|2|2|3|4|4|3|4|3|3|1|2|2|1|2|2|4|4|2|4|4|4|4|3|3|1|2|1|1|4|4|4|4|4|4|4|2|3|4|1|4|1|2|1|1|4|1|1|1|3|2|2|2|2|2|2|2|1|2|3|2|4|2
3834|2099|8071377|12|1981|2|3|1|1|1|0|0|0|0|1|0|0|0|0|0|0|1|0|0|4|1|1|1|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|4|4|4|4|4|1|1|1|4|1|3|1|1|1|1|1|3|1|1|1|1|3|1|1|1|3|1|1|1|4|4|4|4|4|4|1|1|1|1|1|1|4|4|1|4|2|2|2|3|2|1|2|2|2|4|4|4|4|4|4|4|1|2|4|1|4|1|2|2|2|4|2|3|2|4|2|2|2|2|2|2|2|1|2|4|2|4|2
3842|2099|8071385|8|1971|2|3|1|1|1|1|0|0|0|1|0|0|0|0|0|0|1|0|0|4|3|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|2|4|4|4|1|2|1|3|3|2|1|1|1|2|2|4|3|4|3|4|3|2|1|1|3|1|3|1|4|1|1|3|3|3|1|1|1|1|1|1|2|2|2|3|3|3|3|3|4|4|3|3|2|4|4|4|4|4|4|4|1|1|4|1|1|1|2|1|2|4|1|1|1|4|2|2|2|2|2|2|2|2|2|1|1|4|2
3843|2099|8071386|2|1979|2|3|1|1|1|0|0|0|0|0|1|0|0|0|0|0|1|2|1|3|2|1|1|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1|1|1|4|3|2|4|4|2|3|1|4|4|3|2|2|3|2|3|4|4|4|4|4|4|3|4|1|4|2|4|1|1|4|3|4|4|4|1|2|2|1|3|1|4|4|3|3|3|3|3|4|4|3|3|3|3|4|4|4|4|4|4|4|1|1|4|1|2|1|2|2|2|4|1|1|1|4|2|2|2|2|2|2|2|2|2|4|2|2|1
3844|2099|8071387|5|1984|2|1|3|1|1|1|0|0|0|1|2|0|0|0|0|0|1|1|1|4|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|1|1|1|1|1|1|1|1|1|1|1|4|3|1|4|4|1|2|2|3|1|1|1|1|1|2|2|3|2|4|4|3|4|3|3|3|3|3|3|2|2|3|2|2|3|3|1|2|1|1|3|2|3|2|3|3|3|3|3|3|2|3|3|3|2|3|3|3|3|3|3|4|1|2|4|1|1|2|2|1|3|4|1|1|1|1|2|2|2|2|2|2|2|2|2|3|3|4|1
3845|2099|8071388|8|1967|2|3|1|1|1|1|0|0|2|0|0|1|0|0|0|0|1|2|0|2|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|1|1|1|1|1|1|1|1|1|1|1|4|2|2|1|4|1|2|1|3|2|1|1|1|2|2|2|2|1|3|4|4|1|1|2|3|1|0|2|2|2|3|3|4|2|2|1|1|1|1|2|2|3|3|2|2|2|2|2|3|3|2|1|1|3|3|2|4|3|3|4|3|2|2|4|2|3|4|3|3|3|1|2|3|1|0|2|2|2|2|2|2|2|2|2|2|3|3|1
3847|2099|8071390|11|1965|2|5|1|1|1|1|0|0|0|0|0|0|0|0|0|0|1|0|0|4|3|1|1|1|2|1|1|1|2|2|1|1|1|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|4|3|4|4|3|4|2|4|4|3|1|1|2|3|3|3|4|4|3|3|3|3|3|2|4|2|3|2|2|3|3|3|3|3|1|1|1|1|3|2|2|2|3|3|3|3|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|2|2|3|1|1|1|4|2|2|2|2|2|2|2|2|2|3|2|2|1
3848|2099|8071391|7|1982|2|3|4|1|1|0|0|0|0|0|1|0|0|0|0|0|2|2|2|3|2|2|2|3|1|1|1|2|2|1|1|1|1|1|1|1|2|2|1|1|3|1|1|2|1|3|1|1|4|3|2|4|4|2|3|2|4|3|4|2|3|3|3|3|4|4|4|4|4|4|3|4|1|3|2|3|1|1|4|4|4|4|4|3|3|3|3|3|2|2|2|2|2|2|2|2|3|3|3|3|3|4|4|4|4|4|4|4|4|1|1|4|1|1|2|2|2|2|4|1|1|1|4|2|2|2|2|2|2|2|2|2|3|1|3|2
3849|2099|8071392|3|1982|2|1|4|1|1|1|0|0|0|0|0|0|2|1|0|0|1|2|1|4|3|2|1|1|1|1|1|1|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|3|1|3|4|3|3|1|4|2|1|1|3|1|2|3|3|1|4|4|3|3|2|1|1|99|1|0|1|0|2|1|99|4|0|0|2|0|1|0|0|1|2|3|4|0|0|0|2|0|1|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3850|2099|8071393|4|1982|1|1|1|1|1|1|0|0|0|0|0|2|0|0|1|0|1|4|2|4|1|1|1|1|1|1|1|1|3|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|4|4|3|4|4|3|2|1|4|2|2|1|1|3|2|3|4|4|4|3|4|4|2|3|1|4|1|2|1|1|4|4|4|3|3|1|1|1|1|2|2|4|3|2|4|4|4|4|3|4|2|1|1|4|4|4|4|4|4|4|4|1|1|4|1|1|4|3|2|3|4|1|1|1|4|2|2|2|2|2|2|2|2|2|4|1|4|1
3851|2099|8071394|2|1976|2|1|4|1|1|1|0|0|0|0|0|0|99|0|0|0|1|3|2|3|4|1|2|1|1|1|1|1|2|1|1|1|1|1|1|1|2|1|1|1|1|2|1|1|1|1|2|1|1|3|3|4|3|4|4|2|4|4|4|3|3|3|3|4|4|2|4|4|4|4|3|3|1|4|2|2|1|2|3|3|3|3|2|1|2|2|1|1|1|2|2|2|3|1|3|2|2|3|3|2|3|2|4|4|4|4|4|1|1|1|1|4|1|1|1|1|1|1|99|1|0|1|4|2|2|2|2|2|2|2|2|2|3|1|4|1
3853|2099|8071396|12|1980|1|1|1|1|0|0|0|0|0|2|1|0|0|0|0|0|1|4|4|4|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|4|2|2|2|3|2|2|1|2|2|2|2|1|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|3|2|1|2|2|2|2|2|2|3|2|2|3|2|4|3|2|3|3|3|3|3|2|3|3|2|2|3|2|3|3|2|2|2|3|3|3|2|3|3|3|3|2|2|2|2|2|2|2|2|2|2|2|2|3|3|4|3
3854|2099|8071397|7|1972|2|1|1|1|1|1|0|0|0|0|99|0|0|0|0|0|1|2|1|4|3|1|1|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|1|1|1|2|1|3|1|3|2|4|1|2|1|2|2|2|3|4|4|4|4|2|2|2|2|2|2|2|2|3|3|3|3|0|2|2|2|2|2|2|2|2|2|2|2|2|2|3|3|3|3|3|3|3|3|3|3|0|3|3|3|3|3|3|3|3|2|2|2|1|4|1|1|4|2|2|2|2|2|2|2|2|2|4|3|2|1
3856|2099|8071399|11|1981|2|1|1|1|1|1|0|0|0|1|0|2|0|0|0|0|1|3|1|4|3|2|2|2|1|2|2|1|2|1|1|2|1|2|1|1|2|1|2|1|1|1|1|1|1|1|1|1|4|4|3|4|4|1|1|1|4|2|3|1|1|3|3|3|4|3|4|4|3|3|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|1|2|2|2|2|2|2|2|2|2|1|1|1|1|1|1|4|4|4|4|4|4|4|1|1|4|1|1|1|2|1|1|4|1|1|1|4|2|2|2|2|2|2|2|2|2|4|1|4|1
3857|2101|8071446|3|1971|1|1|1|1|1|1|0|0|0|0|0|0|0|0|1|0|1|3|4|4|3|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|4|4|4|4|4|3|1|3|3|3|2|1|2|2|2|2|4|3|3|4|3|2|3|1|3|1|3|1|1|3|3|3|3|3|3|3|3|1|3|3|3|3|3|3|3|3|3|4|4|4|4|4|2|3|3|3|3|3|3|3|2|1|3|1|1|2|3|3|3|3|1|1|1|4|2|2|2|2|2|2|2|2|2|2|2|3|1
3859|2101|8071448|5|1976|2|2|1|1|1|1|0|0|0|0|0|0|1|0|2|0|1|4|2|4|3|1|1|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1|2|1|1|1|1|1|1|1|1|1|4|3|1|1|2|3|4|2|4|3|4|1|1|2|2|4|4|4|4|4|4|4|2|3|2|4|2|3|1|1|4|4|4|4|4|2|2|2|1|2|3|4|4|1|3|3|2|2|0|3|3|3|3|3|3|3|3|3|3|3|3|2|2|4|1|1|3|1|3|2|3|3|3|2|3|2|2|2|1|2|2|2|2|2|3|2|3|1
3860|2101|8071449|999|1972|1|1|1|1|1|1|0|0|0|0|0|0|0|0|99|0|1|4|4|4|4|1|1|2|1|1|1|1|1|1|1|1|2|2|3|1|1|1|1|3|3|1|1|1|1|1|1|0|4|4|4|4|1|3|4|1|3|4|3|1|1|3|3|3|4|4|4|4|4|3|3|4|1|4|1|4|1|1|3|3|3|3|3|1|2|2|1|2|1|2|2|3|4|2|2|1|1|3|3|2|3|3|3|3|3|3|3|4|4|1|1|4|1|1|2|2|2|2|4|3|2|2|3|2|2|2|2|2|2|2|2|2|4|2|2|2
3861|2101|8071450|9|1968|2|1|1|1|1|1|0|0|0|0|0|0|0|0|99|0|1|3|2|4|5|1|3|1|3|1|1|1|1|1|1|1|1|1|1|1|1|1|3|2|1|1|1|3|1|2|1|1|4|4|4|4|1|2|4|1|4|3|3|1|2|3|2|3|4|4|4|4|4|4|2|4|1|4|1|3|1|1|4|4|4|4|4|3|2|2|1|4|4|3|4|1|4|3|4|2|3|4|3|3|3|2|4|4|4|4|4|4|4|1|1|4|1|1|2|3|2|3|4|3|3|3|4|2|1|2|2|2|2|2|2|2|4|1|1|1
3862|2101|8071451|7|1970|2|3|1|1|1|0|0|0|0|0|0|0|0|0|1|0|1|3|2|3|3|2|1|1|1|1|1|1|1|1|1|1|2|1|1|1|2|1|2|1|1|1|1|1|1|1|1|2|3|4|3|4|4|2|3|1|4|3|4|2|2|3|3|3|4|4|3|4|4|3|2|4|1|4|1|3|1|1|4|4|4|3|3|2|1|2|1|2|1|1|1|1|3|1|1|3|3|3|3|3|2|3|3|2|4|2|3|4|4|1|1|4|2|1|1|1|1|2|4|2|1|1|4|2|2|2|2|2|2|2|2|2|3|1|2|1
3863|2101|8071452|12|1972|2|1|1|1|1|1|0|0|0|0|0|0|2|1|0|0|1|3|2|4|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|4|2|3|3|3|1|3|3|3|3|3|3|3|3|3|3|3|4|3|2|3|2|3|3|3|2|3|2|2|3|2|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|2|2|2|2|2|2|2|2|2|4|4|4|4
3865|2101|8071454|10|1973|2|1|3|1|1|1|0|0|0|0|0|0|0|0|99|0|1|2|4|4|4|1|1|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|1|3|1|1|3|2|1|3|3|3|1|1|1|1|3|3|3|4|4|4|4|3|3|2|3|2|2|2|2|3|3|3|3|3|2|2|1|1|2|2|2|2|2|1|1|2|1|3|4|3|3|4|2|3|3|4|4|4|4|4|2|2|4|2|1|2|3|2|2|2|2|2|2|3|2|2|2|2|2|2|2|2|2|1|2|2|1
3866|2101|8071455|6|1973|2|1|1|1|1|1|0|0|0|0|0|0|0|0|1|2|1|1|2|4|5|1|1|1|1|1|1|1|1|1|1|1|3|0|2|1|1|1|3|1|1|1|1|1|1|1|1|2|3|4|3|4|4|4|4|3|4|4|4|3|4|4|4|4|4|4|4|4|4|4|4|3|1|4|2|3|1|1|3|3|4|4|3|2|2|2|2|2|2|4|4|3|4|2|3|2|2|3|3|3|3|3|2|3|3|1|3|3|3|2|2|3|2|3|1|2|3|2|3|1|2|1|4|2|2|2|1|2|2|2|2|2|2|2|3|1
3867|2101|8071456|3|1982|2|3|1|1|1|1|0|0|0|0|0|0|0|1|0|2|1|4|4|4|4|1|1|1|1|1|1|1|1|1|1|1|1|3|1|1|1|1|3|3|1|1|1|3|1|1|1|1|4|4|2|4|4|2|4|4|4|4|4|3|1|1|1|1|4|4|4|4|4|4|2|4|4|4|3|4|1|1|4|4|4|4|4|2|3|1|1|3|3|3|3|1|2|2|2|3|1|4|4|4|4|4|4|4|4|4|4|4|4|1|1|4|1|4|4|4|4|4|1|4|4|4|1|2|1|2|1|2|2|1|2|2|4|1|1|1
3870|2101|8071459|2|1960|2|5|1|1|1|1|0|0|0|0|0|0|0|0|99|0|1|4|4|4|3|2|1|1|1|1|1|1|1|1|1|1|3|3|3|3|3|3|3|3|1|1|1|1|1|1|1|1|4|1|4|4|4|3|2|2|3|3|3|2|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|2|2|2|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|2|2|2|2|2|1|1|2|2|2|2|1|2|2|1|2|3|2|2|1|2|0|2|3|2|3|3|1|2|1|1|1|1|1|1|1|3|2|3|3
3871|2101|8071460|3|1973|2|1|1|1|1|1|0|0|0|0|0|0|0|0|0|99|1|4|3|4|3|1|2|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1|1|3|1|3|1|1|3|3|1|1|4|3|2|3|2|2|3|2|3|3|3|2|1|3|3|3|4|3|4|4|4|3|3|4|1|3|2|4|1|1|4|2|4|4|4|2|1|2|1|2|2|3|2|2|3|3|3|1|3|4|4|3|3|2|4|4|4|4|4|4|4|1|1|4|1|1|2|2|2|2|3|1|1|1|4|2|2|2|2|2|2|2|2|2|4|1|2|2
